WorkOrderID,CreatedDate,CompletedDate,EngineerID,RegionID,Priority,SLAID,Status
3627,2023-04-17,,18,4,Low,3,Open
3628,2023-04-17,2023-04-21,15,3,Medium,2,Closed
3629,2023-04-17,2023-04-25,20,4,Medium,2,Closed
3630,2023-04-17,,16,4,Low,3,Open
3631,2023-04-17,2023-04-20,20,4,Low,3,Closed
3632,2023-04-17,2023-04-18,16,4,High,1,Closed
3633,2023-04-17,2023-04-19,18,4,Medium,2,Closed
3634,2023-04-17,2023-04-23,18,4,Low,3,Closed
3635,2023-04-17,2023-04-20,17,4,Low,3,Closed
3636,2023-04-17,2023-04-21,20,4,High,1,Closed
3637,2023-04-17,2023-04-21,17,4,Medium,2,Closed
3638,2023-04-17,2023-04-24,14,3,High,1,Closed
3639,2023-04-17,2023-04-25,14,3,Low,3,Closed
3640,2023-04-17,2023-04-24,3,1,High,1,Closed
3641,2023-04-17,,14,3,Low,3,Open
3642,2023-04-17,2023-04-21,18,4,High,1,Closed
3643,2023-04-17,,4,1,High,1,Open
3644,2023-04-18,2023-04-24,9,2,Low,3,Closed
3645,2023-04-18,2023-04-22,18,4,Low,3,Closed
3646,2023-04-18,2023-04-26,1,1,High,1,Closed
3647,2023-04-18,2023-04-26,6,2,Low,3,Closed
3648,2023-04-18,2023-04-26,15,3,Low,3,Closed
3649,2023-04-18,2023-04-27,15,3,Medium,2,Closed
3650,2023-04-18,2023-04-26,16,4,Medium,2,Closed
3651,2023-04-18,2023-04-21,17,4,Medium,2,Closed
3652,2023-04-18,2023-04-26,5,1,Low,3,Closed
3653,2023-04-18,2023-04-22,19,4,Low,3,Closed
3654,2023-04-18,2023-04-26,15,3,Low,3,Closed
3655,2023-04-18,2023-04-24,11,3,Medium,2,Closed
3656,2023-04-18,2023-04-20,17,4,High,1,Closed
3657,2023-04-18,2023-04-25,15,3,Low,3,Closed
3658,2023-04-18,2023-04-19,9,2,High,1,Closed
3659,2023-04-18,2023-04-24,14,3,High,1,Closed
3660,2023-04-18,2023-04-23,14,3,Low,3,Closed
3661,2023-04-18,2023-04-20,13,3,Low,3,Closed
3662,2023-04-18,2023-04-24,6,2,Low,3,Closed
3663,2023-04-18,2023-04-19,19,4,High,1,Closed
3664,2023-04-18,,2,1,High,1,Open
3665,2023-04-18,,16,4,Medium,2,Open
3666,2023-04-18,,12,3,Low,3,Open
3667,2023-04-18,2023-04-26,7,2,Medium,2,Closed
3668,2023-04-18,2023-04-27,20,4,Low,3,Closed
3669,2023-04-18,2023-04-22,8,2,High,1,Closed
3670,2023-04-18,,2,1,Medium,2,Open
3671,2023-04-18,2023-04-21,6,2,Low,3,Closed
3672,2023-04-18,2023-04-26,18,4,High,1,Closed
3673,2023-04-18,2023-04-24,2,1,Medium,2,Closed
3674,2023-04-18,2023-04-23,17,4,Medium,2,Closed
3675,2023-04-18,2023-04-23,17,4,Medium,2,Closed
3676,2023-04-18,,16,4,Low,3,Open
3677,2023-04-18,2023-04-23,17,4,High,1,Closed
3678,2023-04-18,2023-04-23,8,2,Low,3,Closed
3679,2023-04-19,2023-04-26,20,4,Medium,2,Closed
3680,2023-04-19,2023-04-26,3,1,High,1,Closed
3681,2023-04-19,2023-04-22,4,1,Low,3,Closed
3682,2023-04-19,2023-04-25,13,3,High,1,Closed
3683,2023-04-19,2023-04-20,18,4,Medium,2,Closed
3684,2023-04-19,2023-04-22,3,1,Low,3,Closed
3685,2023-04-19,2023-04-28,2,1,Low,3,Closed
3686,2023-04-19,2023-04-21,9,2,Low,3,Closed
3687,2023-04-19,2023-04-24,13,3,Medium,2,Closed
3688,2023-04-19,2023-04-26,9,2,Low,3,Closed
3689,2023-04-19,,16,4,High,1,Open
3690,2023-04-19,2023-04-21,7,2,Low,3,Closed
3691,2023-04-19,,11,3,Medium,2,Open
3692,2023-04-19,2023-04-27,10,2,Medium,2,Closed
3693,2023-04-19,,17,4,Medium,2,Open
3694,2023-04-19,,4,1,Medium,2,Open
3695,2023-04-19,2023-04-25,9,2,High,1,Closed
3696,2023-04-19,2023-04-22,18,4,Medium,2,Closed
3697,2023-04-19,,17,4,Low,3,Open
3698,2023-04-19,,16,4,High,1,Open
3699,2023-04-19,2023-04-23,6,2,Low,3,Closed
3700,2023-04-19,,20,4,Medium,2,Open
3701,2023-04-19,2023-04-21,9,2,High,1,Closed
3702,2023-04-19,2023-04-28,17,4,High,1,Closed
3703,2023-04-19,2023-04-21,16,4,Low,3,Closed
3704,2023-04-19,,14,3,High,1,Open
3705,2023-04-19,,12,3,Low,3,Open
3706,2023-04-19,2023-04-28,20,4,Medium,2,Closed
3707,2023-04-19,2023-04-22,16,4,High,1,Closed
3708,2023-04-19,2023-04-20,17,4,Medium,2,Closed
3709,2023-04-19,,3,1,High,1,Open
3710,2023-04-19,2023-04-22,12,3,Low,3,Closed
3711,2023-04-19,,1,1,Low,3,Open
3712,2023-04-19,2023-04-25,2,1,Medium,2,Closed
3713,2023-04-19,2023-04-21,6,2,Low,3,Closed
3714,2023-04-19,2023-04-23,10,2,High,1,Closed
3715,2023-04-19,2023-04-26,3,1,Medium,2,Closed
3716,2023-04-19,2023-04-20,2,1,Low,3,Closed
3717,2023-04-19,,8,2,Low,3,Open
3718,2023-04-19,,3,1,High,1,Open
3719,2023-04-19,2023-04-24,4,1,Low,3,Closed
3720,2023-04-19,2023-04-24,13,3,Low,3,Closed
3721,2023-04-19,2023-04-23,14,3,Low,3,Closed
3722,2023-04-19,2023-04-21,18,4,Low,3,Closed
3723,2023-04-19,2023-04-27,19,4,High,1,Closed
3724,2023-04-20,2023-04-21,17,4,Medium,2,Closed
3725,2023-04-20,2023-04-24,17,4,High,1,Closed
3726,2023-04-20,2023-04-29,10,2,High,1,Closed
3727,2023-04-20,2023-04-21,19,4,Medium,2,Closed
3728,2023-04-20,2023-04-28,16,4,Low,3,Closed
3729,2023-04-20,2023-04-29,17,4,High,1,Closed
3730,2023-04-20,2023-04-26,6,2,Low,3,Closed
3731,2023-04-20,2023-04-26,18,4,Medium,2,Closed
3732,2023-04-20,,5,1,Medium,2,Open
3733,2023-04-20,2023-04-26,6,2,High,1,Closed
3734,2023-04-20,,16,4,Medium,2,Open
3735,2023-04-20,2023-04-21,19,4,Medium,2,Closed
3736,2023-04-20,2023-04-24,10,2,Medium,2,Closed
3737,2023-04-20,2023-04-22,16,4,Low,3,Closed
3738,2023-04-20,2023-04-22,7,2,Medium,2,Closed
3739,2023-04-20,2023-04-24,7,2,Low,3,Closed
3740,2023-04-20,2023-04-25,7,2,High,1,Closed
3741,2023-04-20,2023-04-27,8,2,Medium,2,Closed
3742,2023-04-20,2023-04-21,6,2,High,1,Closed
3743,2023-04-20,2023-04-22,17,4,High,1,Closed
3744,2023-04-20,,18,4,High,1,Open
3745,2023-04-20,2023-04-28,15,3,Medium,2,Closed
3746,2023-04-20,2023-04-23,6,2,Low,3,Closed
3747,2023-04-20,2023-04-25,19,4,High,1,Closed
3748,2023-04-20,2023-04-28,17,4,Medium,2,Closed
3749,2023-04-20,,12,3,Medium,2,Open
3750,2023-04-20,2023-04-25,14,3,Low,3,Closed
3751,2023-04-20,,12,3,Low,3,Open
3752,2023-04-20,2023-04-22,5,1,High,1,Closed
3753,2023-04-20,,16,4,Medium,2,Open
3754,2023-04-20,,12,3,High,1,Open
3755,2023-04-20,2023-04-28,6,2,Medium,2,Closed
3756,2023-04-20,2023-04-22,17,4,Medium,2,Closed
3757,2023-04-20,2023-04-26,4,1,Medium,2,Closed
3758,2023-04-20,2023-04-23,4,1,High,1,Closed
3759,2023-04-20,,1,1,High,1,Open
3760,2023-04-21,2023-04-29,4,1,Low,3,Closed
3761,2023-04-21,2023-04-26,2,1,Medium,2,Closed
3762,2023-04-21,2023-04-24,1,1,High,1,Closed
3763,2023-04-21,2023-04-24,14,3,Medium,2,Closed
3764,2023-04-21,2023-04-23,2,1,Medium,2,Closed
3765,2023-04-21,2023-04-28,1,1,Medium,2,Closed
3766,2023-04-21,2023-04-27,5,1,Medium,2,Closed
3767,2023-04-21,2023-04-26,18,4,Low,3,Closed
3768,2023-04-21,2023-04-25,9,2,Low,3,Closed
3769,2023-04-21,2023-04-27,11,3,Low,3,Closed
3770,2023-04-21,2023-04-27,15,3,High,1,Closed
3771,2023-04-21,2023-04-30,7,2,Low,3,Closed
3772,2023-04-21,,2,1,Low,3,Open
3773,2023-04-21,2023-04-28,4,1,High,1,Closed
3774,2023-04-21,2023-04-28,14,3,Medium,2,Closed
3775,2023-04-21,2023-04-26,2,1,High,1,Closed
3776,2023-04-21,2023-04-26,4,1,Medium,2,Closed
3777,2023-04-21,2023-04-30,13,3,Medium,2,Closed
3778,2023-04-21,2023-04-28,19,4,Low,3,Closed
3779,2023-04-21,2023-04-29,11,3,Medium,2,Closed
3780,2023-04-21,,15,3,Medium,2,Open
3781,2023-04-21,2023-04-28,3,1,Medium,2,Closed
3782,2023-04-21,2023-04-24,20,4,Medium,2,Closed
3783,2023-04-21,2023-04-22,1,1,Medium,2,Closed
3784,2023-04-21,,19,4,High,1,Open
3785,2023-04-21,2023-04-26,12,3,Low,3,Closed
3786,2023-04-21,2023-04-23,7,2,Low,3,Closed
3787,2023-04-21,2023-04-30,12,3,High,1,Closed
3788,2023-04-21,2023-04-29,16,4,Low,3,Closed
3789,2023-04-21,2023-04-25,20,4,High,1,Closed
3790,2023-04-21,2023-04-30,3,1,Low,3,Closed
3791,2023-04-21,2023-04-27,11,3,High,1,Closed
3792,2023-04-21,2023-04-28,15,3,High,1,Closed
3793,2023-04-21,2023-04-28,1,1,High,1,Closed
3794,2023-04-21,2023-04-28,5,1,High,1,Closed
3795,2023-04-21,2023-04-25,18,4,High,1,Closed
3796,2023-04-21,,10,2,Low,3,Open
3797,2023-04-21,2023-04-27,17,4,Medium,2,Closed
3798,2023-04-21,2023-04-25,11,3,High,1,Closed
3799,2023-04-21,,17,4,High,1,Open
3800,2023-04-21,2023-04-28,13,3,Low,3,Closed
3801,2023-04-21,2023-04-29,18,4,High,1,Closed
3802,2023-04-21,2023-04-29,18,4,Low,3,Closed
3803,2023-04-21,2023-04-30,14,3,Low,3,Closed
3804,2023-04-21,2023-04-25,3,1,Low,3,Closed
3805,2023-04-21,2023-04-24,3,1,High,1,Closed
3806,2023-04-21,2023-04-25,11,3,Medium,2,Closed
3807,2023-04-22,2023-04-24,8,2,High,1,Closed
3808,2023-04-22,2023-04-27,9,2,Medium,2,Closed
3809,2023-04-22,2023-04-27,18,4,High,1,Closed
3810,2023-04-22,2023-04-27,12,3,Low,3,Closed
3811,2023-04-22,2023-04-26,13,3,Low,3,Closed
3812,2023-04-22,2023-04-30,13,3,Medium,2,Closed
3813,2023-04-22,2023-04-28,11,3,High,1,Closed
3814,2023-04-22,,1,1,Low,3,Open
3815,2023-04-22,2023-04-28,11,3,Low,3,Closed
3816,2023-04-22,2023-05-01,12,3,Low,3,Closed
3817,2023-04-22,2023-04-24,18,4,Low,3,Closed
3818,2023-04-22,2023-04-27,4,1,High,1,Closed
3819,2023-04-22,2023-05-01,18,4,High,1,Closed
3820,2023-04-22,2023-05-01,10,2,Medium,2,Closed
3821,2023-04-22,2023-04-27,7,2,High,1,Closed
3822,2023-04-22,2023-04-23,1,1,Low,3,Closed
3823,2023-04-22,2023-04-25,1,1,Medium,2,Closed
3824,2023-04-22,2023-04-25,14,3,High,1,Closed
3825,2023-04-22,2023-04-24,11,3,Low,3,Closed
3826,2023-04-22,2023-05-01,5,1,High,1,Closed
3827,2023-04-22,2023-05-01,4,1,High,1,Closed
3828,2023-04-22,2023-04-29,19,4,Medium,2,Closed
3829,2023-04-22,2023-04-26,19,4,High,1,Closed
3830,2023-04-22,2023-04-30,4,1,Low,3,Closed
3831,2023-04-22,2023-05-01,14,3,Medium,2,Closed
3832,2023-04-22,2023-04-29,16,4,Medium,2,Closed
3833,2023-04-22,,2,1,High,1,Open
3834,2023-04-22,2023-04-25,18,4,Low,3,Closed
3835,2023-04-22,2023-04-28,6,2,High,1,Closed
3836,2023-04-22,2023-04-23,18,4,High,1,Closed
3837,2023-04-23,2023-04-25,3,1,Low,3,Closed
3838,2023-04-23,,15,3,High,1,Open
3839,2023-04-23,,12,3,High,1,Open
3840,2023-04-23,2023-05-02,17,4,Medium,2,Closed
3841,2023-04-23,2023-04-29,8,2,Low,3,Closed
3842,2023-04-23,2023-04-29,13,3,Low,3,Closed
3843,2023-04-23,2023-04-27,6,2,Low,3,Closed
3844,2023-04-23,2023-04-25,19,4,Low,3,Closed
3845,2023-04-23,2023-04-29,2,1,Medium,2,Closed
3846,2023-04-23,2023-04-29,4,1,Medium,2,Closed
3847,2023-04-23,2023-04-30,1,1,High,1,Closed
3848,2023-04-23,2023-04-30,18,4,Medium,2,Closed
3849,2023-04-23,2023-04-28,18,4,Low,3,Closed
3850,2023-04-23,2023-05-02,18,4,High,1,Closed
3851,2023-04-23,2023-04-27,16,4,High,1,Closed
3852,2023-04-23,2023-04-30,18,4,Medium,2,Closed
3853,2023-04-23,2023-04-30,9,2,High,1,Closed
3854,2023-04-23,2023-04-29,14,3,Low,3,Closed
3855,2023-04-23,2023-04-30,18,4,Low,3,Closed
3856,2023-04-23,2023-04-28,8,2,Low,3,Closed
3857,2023-04-23,2023-04-30,6,2,High,1,Closed
3858,2023-04-23,2023-04-27,1,1,High,1,Closed
3859,2023-04-23,2023-04-28,2,1,High,1,Closed
3860,2023-04-23,,12,3,Low,3,Open
3861,2023-04-23,,9,2,Medium,2,Open
3862,2023-04-23,2023-04-27,2,1,Medium,2,Closed
3863,2023-04-23,2023-04-27,2,1,High,1,Closed
3864,2023-04-23,,20,4,High,1,Open
3865,2023-04-24,2023-04-28,20,4,Medium,2,Closed
3866,2023-04-24,2023-05-03,13,3,Medium,2,Closed
3867,2023-04-24,2023-04-29,18,4,High,1,Closed
3868,2023-04-24,2023-04-26,2,1,Medium,2,Closed
3869,2023-04-24,2023-04-28,7,2,Medium,2,Closed
3870,2023-04-24,2023-05-01,4,1,Medium,2,Closed
3871,2023-04-24,2023-04-28,16,4,Low,3,Closed
3872,2023-04-24,2023-04-28,8,2,High,1,Closed
3873,2023-04-24,2023-04-28,14,3,Medium,2,Closed
3874,2023-04-24,2023-04-26,4,1,High,1,Closed
3875,2023-04-24,,4,1,High,1,Open
3876,2023-04-24,2023-04-29,7,2,Low,3,Closed
3877,2023-04-24,2023-04-29,8,2,High,1,Closed
3878,2023-04-24,,10,2,Low,3,Open
3879,2023-04-24,2023-04-25,5,1,Low,3,Closed
3880,2023-04-24,,12,3,Low,3,Open
3881,2023-04-24,2023-04-26,12,3,Low,3,Closed
3882,2023-04-24,2023-04-25,18,4,High,1,Closed
3883,2023-04-24,2023-04-26,19,4,Medium,2,Closed
3884,2023-04-24,,3,1,Medium,2,Open
3885,2023-04-25,2023-05-01,15,3,Low,3,Closed
3886,2023-04-25,2023-04-28,5,1,Low,3,Closed
3887,2023-04-25,2023-05-01,11,3,Medium,2,Closed
3888,2023-04-25,2023-05-04,10,2,Low,3,Closed
3889,2023-04-25,2023-04-28,8,2,High,1,Closed
3890,2023-04-25,2023-05-02,19,4,Medium,2,Closed
3891,2023-04-25,,12,3,Low,3,Open
3892,2023-04-25,2023-04-29,1,1,Low,3,Closed
3893,2023-04-25,2023-05-03,15,3,High,1,Closed
3894,2023-04-25,2023-05-01,3,1,Low,3,Closed
3895,2023-04-25,2023-04-28,12,3,Medium,2,Closed
3896,2023-04-25,2023-05-03,7,2,Low,3,Closed
3897,2023-04-25,2023-04-26,1,1,Low,3,Closed
3898,2023-04-25,2023-04-27,3,1,High,1,Closed
3899,2023-04-25,2023-04-29,12,3,Low,3,Closed
3900,2023-04-25,,18,4,Medium,2,Open
3901,2023-04-25,2023-05-03,3,1,High,1,Closed
3902,2023-04-25,2023-05-01,14,3,Low,3,Closed
3903,2023-04-25,2023-04-30,15,3,High,1,Closed
3904,2023-04-25,2023-05-01,9,2,Medium,2,Closed
3905,2023-04-25,2023-04-27,6,2,Medium,2,Closed
3906,2023-04-25,2023-04-26,5,1,Low,3,Closed
3907,2023-04-25,2023-05-03,17,4,High,1,Closed
3908,2023-04-25,2023-04-30,8,2,Medium,2,Closed
3909,2023-04-26,2023-04-27,9,2,Low,3,Closed
3910,2023-04-26,2023-05-05,10,2,Low,3,Closed
3911,2023-04-26,,3,1,Medium,2,Open
3912,2023-04-26,,17,4,Low,3,Open
3913,2023-04-26,,12,3,Low,3,Open
3914,2023-04-26,2023-05-03,7,2,High,1,Closed
3915,2023-04-26,,9,2,Medium,2,Open
3916,2023-04-26,2023-05-03,16,4,Low,3,Closed
3917,2023-04-26,2023-05-03,18,4,Medium,2,Closed
3918,2023-04-26,2023-05-04,9,2,Medium,2,Closed
3919,2023-04-26,2023-05-02,14,3,High,1,Closed
3920,2023-04-26,2023-05-04,12,3,Medium,2,Closed
3921,2023-04-26,2023-04-27,11,3,Low,3,Closed
3922,2023-04-26,2023-05-04,3,1,High,1,Closed
3923,2023-04-26,,8,2,Medium,2,Open
3924,2023-04-26,2023-05-04,17,4,Medium,2,Closed
3925,2023-04-26,2023-04-29,4,1,Medium,2,Closed
3926,2023-04-26,,6,2,Medium,2,Open
3927,2023-04-26,2023-05-05,16,4,Medium,2,Closed
3928,2023-04-26,2023-05-01,20,4,Low,3,Closed
3929,2023-04-26,2023-05-03,2,1,Medium,2,Closed
3930,2023-04-26,2023-04-28,19,4,Low,3,Closed
3931,2023-04-26,2023-04-27,12,3,Medium,2,Closed
3932,2023-04-26,,1,1,Medium,2,Open
3933,2023-04-26,2023-04-28,1,1,Low,3,Closed
3934,2023-04-26,2023-05-04,15,3,Low,3,Closed
3935,2023-04-26,2023-05-01,7,2,Medium,2,Closed
3936,2023-04-26,2023-04-27,17,4,High,1,Closed
3937,2023-04-26,2023-05-05,13,3,Medium,2,Closed
3938,2023-04-26,,9,2,Low,3,Open
3939,2023-04-26,2023-04-30,8,2,High,1,Closed
3940,2023-04-26,2023-05-05,8,2,High,1,Closed
3941,2023-04-26,2023-04-28,10,2,High,1,Closed
3942,2023-04-26,2023-05-01,6,2,Medium,2,Closed
3943,2023-04-26,2023-05-03,11,3,Medium,2,Closed
3944,2023-04-26,2023-05-01,16,4,Medium,2,Closed
3945,2023-04-26,2023-05-03,20,4,Medium,2,Closed
3946,2023-04-26,2023-04-30,15,3,High,1,Closed
3947,2023-04-26,,8,2,Medium,2,Open
3948,2023-04-26,2023-05-04,1,1,Low,3,Closed
3949,2023-04-27,2023-05-06,7,2,Low,3,Closed
3950,2023-04-27,2023-05-04,15,3,High,1,Closed
3951,2023-04-27,2023-04-29,1,1,High,1,Closed
3952,2023-04-27,2023-05-06,15,3,Low,3,Closed
3953,2023-04-27,2023-04-28,15,3,Medium,2,Closed
3954,2023-04-27,2023-05-02,16,4,High,1,Closed
3955,2023-04-27,,8,2,Low,3,Open
3956,2023-04-27,2023-04-29,9,2,High,1,Closed
3957,2023-04-27,2023-04-30,19,4,Medium,2,Closed
3958,2023-04-27,2023-05-03,16,4,High,1,Closed
3959,2023-04-27,2023-04-29,2,1,Medium,2,Closed
3960,2023-04-27,2023-05-02,10,2,Low,3,Closed
3961,2023-04-27,,20,4,Low,3,Open
3962,2023-04-27,2023-05-05,12,3,Low,3,Closed
3963,2023-04-27,2023-05-05,12,3,Low,3,Closed
3964,2023-04-27,2023-05-02,17,4,High,1,Closed
3965,2023-04-27,2023-04-30,15,3,High,1,Closed
3966,2023-04-27,2023-05-03,1,1,High,1,Closed
3967,2023-04-27,2023-05-01,15,3,Low,3,Closed
3968,2023-04-27,2023-05-04,12,3,High,1,Closed
3969,2023-04-27,2023-05-06,18,4,Low,3,Closed
3970,2023-04-27,2023-05-01,9,2,Medium,2,Closed
3971,2023-04-27,2023-05-04,3,1,High,1,Closed
3972,2023-04-27,2023-05-04,18,4,Medium,2,Closed
3973,2023-04-27,,14,3,Medium,2,Open
3974,2023-04-27,2023-05-06,11,3,High,1,Closed
3975,2023-04-27,2023-05-06,11,3,Low,3,Closed
3976,2023-04-27,2023-05-02,20,4,Medium,2,Closed
3977,2023-04-27,,19,4,High,1,Open
3978,2023-04-27,2023-04-29,15,3,Medium,2,Closed
3979,2023-04-27,2023-05-02,20,4,High,1,Closed
3980,2023-04-28,2023-05-05,2,1,High,1,Closed
3981,2023-04-28,,10,2,Low,3,Open
3982,2023-04-28,,7,2,Medium,2,Open
3983,2023-04-28,2023-05-04,4,1,High,1,Closed
3984,2023-04-28,2023-05-07,8,2,Medium,2,Closed
3985,2023-04-28,2023-04-29,18,4,Medium,2,Closed
3986,2023-04-28,,6,2,Low,3,Open
3987,2023-04-28,,19,4,Medium,2,Open
3988,2023-04-28,2023-05-05,15,3,High,1,Closed
3989,2023-04-28,2023-05-03,11,3,High,1,Closed
3990,2023-04-28,2023-04-30,4,1,High,1,Closed
3991,2023-04-28,2023-04-29,18,4,High,1,Closed
3992,2023-04-28,2023-05-07,13,3,Medium,2,Closed
3993,2023-04-28,2023-04-29,20,4,Medium,2,Closed
3994,2023-04-28,,4,1,Low,3,Open
3995,2023-04-28,2023-05-01,16,4,Low,3,Closed
3996,2023-04-28,,1,1,Medium,2,Open
3997,2023-04-28,2023-05-04,3,1,Medium,2,Closed
3998,2023-04-28,2023-04-30,4,1,Low,3,Closed
3999,2023-04-28,2023-05-06,1,1,Low,3,Closed
4000,2023-04-28,,19,4,Medium,2,Open
4001,2023-04-28,2023-04-29,12,3,High,1,Closed
4002,2023-04-28,2023-05-01,18,4,High,1,Closed
4003,2023-04-28,2023-05-05,18,4,Medium,2,Closed
4004,2023-04-28,,17,4,Low,3,Open
4005,2023-04-28,2023-05-04,13,3,High,1,Closed
4006,2023-04-28,2023-05-03,4,1,Low,3,Closed
4007,2023-04-28,2023-05-01,12,3,Low,3,Closed
4008,2023-04-28,2023-05-07,17,4,Low,3,Closed
4009,2023-04-28,,12,3,High,1,Open
4010,2023-04-28,2023-05-03,20,4,Medium,2,Closed
4011,2023-04-28,2023-05-05,11,3,Low,3,Closed
4012,2023-04-28,,7,2,High,1,Open
4013,2023-04-28,2023-05-03,9,2,Medium,2,Closed
4014,2023-04-28,2023-05-01,1,1,High,1,Closed
4015,2023-04-28,2023-04-29,17,4,Low,3,Closed
4016,2023-04-29,,20,4,High,1,Open
4017,2023-04-29,,4,1,High,1,Open
4018,2023-04-29,2023-05-01,5,1,Low,3,Closed
4019,2023-04-29,2023-05-01,6,2,Low,3,Closed
4020,2023-04-29,2023-05-05,11,3,Medium,2,Closed
4021,2023-04-29,2023-05-04,6,2,Medium,2,Closed
4022,2023-04-29,2023-05-02,19,4,Medium,2,Closed
4023,2023-04-29,2023-05-08,16,4,Low,3,Closed
4024,2023-04-29,,20,4,Low,3,Open
4025,2023-04-29,,19,4,High,1,Open
4026,2023-04-29,2023-05-08,20,4,High,1,Closed
4027,2023-04-29,2023-04-30,14,3,High,1,Closed
4028,2023-04-29,2023-05-03,13,3,Low,3,Closed
4029,2023-04-29,2023-04-30,6,2,High,1,Closed
4030,2023-04-29,2023-05-02,15,3,High,1,Closed
4031,2023-04-29,2023-05-08,10,2,High,1,Closed
4032,2023-04-29,,15,3,Low,3,Open
4033,2023-04-29,2023-05-03,19,4,Low,3,Closed
4034,2023-04-29,2023-05-06,14,3,Medium,2,Closed
4035,2023-04-29,2023-05-07,1,1,Low,3,Closed
4036,2023-04-29,2023-04-30,14,3,Medium,2,Closed
4037,2023-04-29,2023-05-07,19,4,High,1,Closed
4038,2023-04-29,2023-05-03,10,2,Low,3,Closed
4039,2023-04-29,,18,4,Low,3,Open
4040,2023-04-29,2023-05-07,20,4,Low,3,Closed
4041,2023-04-29,2023-05-06,2,1,Medium,2,Closed
4042,2023-04-29,2023-05-04,12,3,Medium,2,Closed
4043,2023-04-29,,8,2,High,1,Open
4044,2023-04-29,2023-05-06,9,2,Medium,2,Closed
4045,2023-04-29,2023-05-05,13,3,Low,3,Closed
4046,2023-04-29,2023-05-01,14,3,Low,3,Closed
4047,2023-04-29,2023-05-04,19,4,Low,3,Closed
4048,2023-04-29,,13,3,Medium,2,Open
4049,2023-04-29,,17,4,Medium,2,Open
4050,2023-04-29,,2,1,High,1,Open
4051,2023-04-29,2023-04-30,20,4,High,1,Closed
4052,2023-04-29,2023-05-08,10,2,Medium,2,Closed
4053,2023-04-29,2023-05-03,13,3,Medium,2,Closed
4054,2023-04-29,2023-05-03,4,1,Low,3,Closed
4055,2023-04-29,2023-05-02,10,2,Low,3,Closed
4056,2023-04-29,2023-05-05,7,2,Low,3,Closed
4057,2023-04-29,,17,4,Medium,2,Open
4058,2023-04-29,,8,2,Medium,2,Open
4059,2023-04-29,2023-05-03,10,2,Medium,2,Closed
4060,2023-04-30,2023-05-08,19,4,High,1,Closed
4061,2023-04-30,,3,1,High,1,Open
4062,2023-04-30,2023-05-01,5,1,Medium,2,Closed
4063,2023-04-30,2023-05-07,18,4,High,1,Closed
4064,2023-04-30,2023-05-03,16,4,High,1,Closed
4065,2023-04-30,2023-05-08,3,1,Low,3,Closed
4066,2023-04-30,2023-05-04,2,1,High,1,Closed
4067,2023-04-30,,11,3,Low,3,Open
4068,2023-04-30,2023-05-02,11,3,Medium,2,Closed
4069,2023-04-30,2023-05-04,9,2,High,1,Closed
4070,2023-04-30,2023-05-05,19,4,Low,3,Closed
4071,2023-04-30,,9,2,Low,3,Open
4072,2023-04-30,2023-05-01,3,1,High,1,Closed
4073,2023-04-30,2023-05-05,7,2,Medium,2,Closed
4074,2023-04-30,2023-05-05,5,1,Medium,2,Closed
4075,2023-04-30,2023-05-09,16,4,Medium,2,Closed
4076,2023-04-30,2023-05-08,5,1,Medium,2,Closed
4077,2023-04-30,2023-05-05,3,1,High,1,Closed
4078,2023-04-30,2023-05-01,17,4,Medium,2,Closed
4079,2023-04-30,,15,3,Medium,2,Open
4080,2023-04-30,2023-05-02,17,4,Medium,2,Closed
4081,2023-04-30,,19,4,Medium,2,Open
4082,2023-04-30,2023-05-09,2,1,High,1,Closed
4083,2023-04-30,2023-05-02,9,2,Medium,2,Closed
4084,2023-04-30,2023-05-04,5,1,Low,3,Closed
4085,2023-04-30,2023-05-03,6,2,Low,3,Closed
4086,2023-05-01,,20,4,Low,3,Open
4087,2023-05-01,2023-05-05,9,2,High,1,Closed
4088,2023-05-01,,15,3,Medium,2,Open
4089,2023-05-01,2023-05-08,8,2,Low,3,Closed
4090,2023-05-01,2023-05-10,11,3,Low,3,Closed
4091,2023-05-01,,16,4,Medium,2,Open
4092,2023-05-01,2023-05-09,2,1,Medium,2,Closed
4093,2023-05-01,2023-05-04,15,3,Medium,2,Closed
4094,2023-05-01,2023-05-04,16,4,Low,3,Closed
4095,2023-05-01,,19,4,High,1,Open
4096,2023-05-01,2023-05-08,16,4,Medium,2,Closed
4097,2023-05-01,2023-05-03,19,4,Medium,2,Closed
4098,2023-05-01,2023-05-08,10,2,Low,3,Closed
4099,2023-05-01,2023-05-10,18,4,Medium,2,Closed
4100,2023-05-01,2023-05-06,14,3,Low,3,Closed
4101,2023-05-01,,5,1,Low,3,Open
4102,2023-05-01,2023-05-04,12,3,Low,3,Closed
4103,2023-05-01,2023-05-03,18,4,High,1,Closed
4104,2023-05-01,2023-05-08,14,3,Medium,2,Closed
4105,2023-05-01,,8,2,Low,3,Open
4106,2023-05-01,2023-05-08,13,3,High,1,Closed
4107,2023-05-01,2023-05-05,15,3,Medium,2,Closed
4108,2023-05-01,,20,4,Low,3,Open
4109,2023-05-01,2023-05-06,14,3,Low,3,Closed
4110,2023-05-01,2023-05-02,5,1,High,1,Closed
4111,2023-05-02,,12,3,Medium,2,Open
4112,2023-05-02,2023-05-03,3,1,Medium,2,Closed
4113,2023-05-02,2023-05-05,10,2,High,1,Closed
